id	display	issn
AK01297246	Mainzer Abhandlungen zur mittleren und neueren Geschichte	0464-6002
AK01297293	Annali della Facoltà di Lettere e Filosofia	0392-9345
AK01297884	Pop : Kultur und Kritik	2194-6981
AK01298825	Studien zur romanischen Sprachwissenschaft und interkulturellen Kommunikation	1436-1914
AK01298836	Forum Deutsch : revista brasileira de estudos germânicos	1415-5826
AK01299644	[Scala international / English edition] Scala international	0581-9393
AK01299694	Science & society : a journal of Marxist thought and analysis	0036-8237
AK01299724	The Shakespeare Association bulletin	0270-8604
AK01299761	Münsterische Beiträge zur Rechtswissenschaft	0935-5383
AK01299825	Litterae et Theologia : Publikationen des Frey-Grynaeischen Instituts Basel	1869-8131
AK01299881	Mimos ... : Schweizer Theater-Jahrbuch	0026-4385
AK01300199	[Schriften der Wissenschaftlichen Gesellschaft an der Johann-Wolfgang-Goethe-Universität Frankfurt am Main / Geisteswissenschaftliche Reihe] Schriften der Wissenschaftlichen Gesellschaft an der Johann-Wolfgang-Goethe-Universität Frankfurt am Main	0512-1507
AK01300878	Bulletin d'informations	0004-5365
AK01300884	Graphis annual : international advertising art ; internationales Jahrbuch der Werbung ; art publicitaire international	0072-5528
AK01300988	[Musik-Konzepte / Sonderband] Musik-Konzepte : die Reihe über Komponisten	0931-3311
AK01301122	Trends in medieval philology	1612-443X
AK01301174	Theorie und Geschichte der Kommunikationswissenschaft	1865-3367
AK01301314	Reihe Phönixfeder	1868-4866
AK01301318	N + 1	1549-0033
AK01301331	Le goût des idées	2111-5524
AK01301343	Post-apocalyptic studies	2192-0389
AK01301387	Abécédaire	1782-3501
AK01301391	Les essais	0296-6948
AK01301868	Mykenae-Theater-Korrespondenz : aktuelle Theaternachrichten, Personalien, neue Stücke, Premierenspiegel	1436-0756
AK01301903	Publikationen der Gesellschaft für Rheinische Geschichtskunde	0930-8822
AK01302483	Journal of Austrian studies	2165-669X
AK01302563	Studien zur Germanistik : rocznik germanistyczny	1897-404X
AK01304112	IFLA series on bibliographic control	1868-8438
AK01304459	Volkswirtschaftliche Schriften	0505-9372
AK01304584	The wolly of swot	0140-9514
AK01306163	Rheinisch-bergischer Kalender : Heimatjahrbuch für den Rheinisch-Bergischen Kreis	0722-7671
AK01306171	Anabis : Magazin für Utopie u. Phantastik ; das literarische Fanmagazin aus Berlin	0569-972X
AK01306253	Ibero-amerikanisches Archiv : Zeitschrift für Sozialwissenschaften und Geschichte	0340-3068
AK01306253	Ibero-amerikanisches Archiv : Zeitschrift für Sozialwissenschaften und Geschichte	0340-3068
AK01308386	Jahrbuch der Berliner Museen	0075-2207
AK01308617	Cahiers d'histoire culturelle	1281-6019
AK01308872	Green river review	0017-4009
AK01308884	Poetry review	0032-2156
AK01309607	Documenta Austriaca : Literatur und Kultur in den Ländern der ehemaligen Donaumonarchie	2192-2586
AK01310075	Nietzsche heute	2191-5733
AK01310466	Sans phrase : Zeitschrift für Ideologiekritik	2194-8860
AK01311137	Literatur - Theorie - Geschichte : Beiträge zu einer kulturwissenschaftlichen Mediävistik	2363-7978
AK01311661	Schreibkräfte : Literaturjournal aus Sachsen-Anhalt	2192-9920
AK01311675	Umlaut : junge Kunst, politische Kunst, mindestens	1866-9816
AK01311680	Lichtung : ostbayerisches Magazin	0934-7712
AK01311696	Luftdurchlässig : Zeitschrift für Lyrik & Verwandtes	1862-9857
AK01311837	500 Gramm : Journal für Literatur und Graphik	2190-5835
AK01312281	Mitteilungsblatt	1867-5085
AK01312719	Katholischer Digest : Europas große Kirchenzeitschrift	0177-2872
AK01312798	Razgledi : spisanie za literatura, umetnost i kultura i duchovnost	0034-0227
AK01312929	Mémoire d'Ixelles : bulletin du cercle d'histoire locale d'Ixelles	0770-6251
AK01313800	Cu(l)t : Kunst + Literatur	2193-4711
AK01313818	Der Kultur-Herold : Nachrichtenmagazin für Kunst und Literatur	1865-4533
AK01313818	Der Kultur-Herold : Nachrichtenmagazin für Kunst und Literatur	0942-0150
AK01314388	Erinnerungskulturen = Memory cultures	2702-9166
AK01314759	Łódź studies in language	1437-5281
AK01314801	[Stiftung zur Förderung der Pfälzischen Geschichtsforschung / B] Stiftung zur Förderung der Pfälzischen Geschichtsforschung	1432-9298
AK01314838	Culturae : Intermedialität und historische Anthropologie	1868-8713
AK01315165	Danubiana Carpathica : Jahrbuch für Geschichte und Kultur in den deutschen Siedlungsgebieten Südosteuropas	1863-9887
AK01317531	Studies on Language and Culture in Central and Eastern Europe	1868-2936
AK01318107	[Der Komet <Pirmasens>] Der Komet : Fachzeitung für Schausteller und Marktkaufleute ; offizielles Organ des Deutschen Schaustellerbundes e.V., offizielles Organ des Bundesverbandes Deutscher Schausteller und Marktkaufleute e.V.	0177-2422
AK01318113	Herrenjournal : international ; Mode für d. Mann ; Fachzeitschr. für d. Herrenmode-Wirtschaft ; offizielles Organ d. Vereins zur Förderung der Deutschen Herrenmode e.V	0018-0874
AK01318116	Mitteilungen	1012-8344
AK01318145	Als wir in die Schule gingen	1619-3636
AK01318244	Fortschritte in der Wissensorganisation : FW	0942-0347
AK01318388	[Europäisch-jüdische Studien / Beiträge] Europäisch-jüdische Studien	2192-9602
AK01318589	[Zeszyty naukowe Uniwersytetu Łódzkiego / 1] Zeszyty naukowe Uniwersytetu Łódzkiego	0076-0358
AK01320155	Le lieu de l'archive : supplément à la lettre de l'IMEC	1771-205X
AK01321531	Zeithistorische Forschungen : Bestandteil des Portals Zeitgeschichte-online	1612-6033
AK01322984	Beiträge zur Afrikaforschung	0938-7285
AK01322996	European avant-garde and modernism studies	1869-3393
AK01323096	Geschichtswissenschaft	1860-1960
AK01323289	Zur Politik und Zeitgeschichte	0514-8294
AK01323292	Quellen zur Regionalgeschichte	1439-8591
AK01323503	Contemporary German writers and filmmakers	1664-6916
AK01324960	Filológiai közlöny : a Magyar Tudományos Akadémia, Modern Filológiai Bizottsága és a Modern Filológiai Társaság világirodalmi folyóirata	0015-1785
AK01324962	AWS-Mitteilungen	1435-9723
AK01325006	Beiträge zur europäischen Musikgeschichte	0946-7769
AK01325074	Studien zum deutsch-polnischen Kulturtransfer	2192-5038
AK01325128	Glaube und Tat : deutsch-unitarische Blätter ; Monatsschrift für Religion und Kultur	0017-1123
AK01325174	Deutsche Annalen : Jahrbuch des Nationalgeschehens	0343-5857
AK01325220	"""Wie sehr dieser Kreis mich belebte und förderte"" : Schriften der Darmstädter Goethe-Gesellschaft"	2191-4796
AK01325495	[Veröffentlichungen aus dem Überseemuseum Bremen / C] Reihe C, Deutsche geographische Blätter	0341-9258
AK01325970	Scientiarum primitiae - series philologica	2299-4068
AK01326781	Edinburgh German yearbook	1937-0857
AK01327024	Nuovo Medioevo	0391-6049
AK01329182	Beiträge zur Südasienforschung	0170-3137
AK01329365	Reihe Bernard & Graefe aktuell	0171-922x
AK01329813	Codices manuscripti & impressi : Zeitschrift für Buchgeschichte	0379-3621
AK01330311	Die Kabinettsprotokolle der Bundesregierung	0723-6069
AK01331134	Publikationen der Internationalen Vereinigung für Germanistik (IVG)	2193-3952
AK01332851	Medien & Kommunikationswissenschaft : M & K	1615-634X
AK01335129	Cwiszn : zydowski kwartalnik o literaturze i sztuce	2081-8343
AK01335143	Durch die weite Welt : ein Jahrbuch für junge Leute	0723-9602
AK01335147	Vorträge in der Universitäts- und Stadtbibliothek Köln	2190-6971
AK01335844	Sinclair-Haus-Gespräche	1438-7875
AK01336019	Still : Magazin für junge Literatur & Fotografie	2196-4580
AK01336326	BDI-Drucksache	0407-8977
AK01337156	Zivilisationen & Geschichte	1867-092X
AK01337262	Dresdener wissenschaftliche Bibliothek : Publikationen junger Geisteswissenschaftler	2191-5016
AK01337763	Reader	1096-6919
AK01338427	Contemporanea : rivista di storia dell'800 e del'900	1127-3070
AK01338430	Cahiers Bernard Lazare : la revue de la gauche juive en France	0223-5528
AK01338434	Estudos históricos	0103-2186
AK01339000	Le débat : histoire, politique, société ; revue mensuelle	0246-2346
AK01339003	Discipline filosofiche	1591-9625
AK01339005	Divinatio : studia culturologica series	1310-9456
AK01339036	Economy and society	0308-5147
AK01339040	Espaces temps : les cahiers ; réfléchir les sciences sociales ; revue trimestrielle	0339-3267
AK01339044	Filozofski vestnik : FV	0353-4510
AK01339047	The Finnish yearbook of political thought	1238-8025
AK01339050	Spex : Magazin für Popkultur	0178-6830
AK01339073	Fenomenologia e società : periodico di filosofia	0394-2759
AK01339405	Häften för kritiska studier	0345-4789
AK01339410	History and theory : studies in the philosophy of history	0018-2656
AK01339429	International journal of politics, culture and society	0891-4486
AK01339432	Isegoría : revista de filosofía moral y política	1130-2097
AK01339441	The journal of modern history	0022-2801
AK01339477	Bulletin d'information de la Mission Historique Française en Allemagne	0936-7314
AK01339484	Vikerkaar	0234-8160
AK01339509	Neue politische Literatur : Berichte über das internationale Schrifttum ; (NPL)	0028-3320
AK01339644	Die Spuren der Andersheit in den Werken von Elias Canetti : ein Beitrag zum interkulturellen Verstehen : [Hochschulschrift]	1616-7716
AK01339674	Collection Tempus	1633-8294
AK01339725	Kleine Schriftenreihe des Stadtarchivs Konstanz	1619-6554
AK01339739	The Black dwarf	0006-4157
AK01339862	Rumänisches Goethe-Jahrbuch	2069-9956
AK01340241	[Der Staat <Berlin>] Der Staat : Zeitschrift für Staatslehre und Verfassungsgeschichte, deutsches und europäisches öffentliches Recht	0038-884x
AK01340251	Vierteljahrschrift für Sozial- und Wirtschaftsgeschichte : VSWG	0340-8728
AK01340265	Telos	0090-6514
AK01340265	Telos	0040-2842
AK01340282	European journal of social theory : EJST	1368-4310
AK01340401	Marxismusstudien	0542-772X
AK01340434	Clio : journal of literature, history, and the philosophy of history	0884-2043
AK01340445	Jahrbuch des Historischen Kollegs ...	2192-418X
AK01340448	Quatuor Coronati : Jahrbuch für Freimaurerforschung	0171-1199
AK01340454	Zeitschrift für historische Forschung : ZHF	0340-0174
AK01340573	Cahiers de lexicologie : dictionnaires et orthographe	0007-9871
AK01340629	[Textuel / Cahiers] Textuel : 34/44 ; STD	0766-446X
AK01340640	Current sociology : journal of the International Sociological Association	0011-3921
AK01341150	Bibliothèque allemande	2111-7063
AK01341760	Borussia : kultura, literatura, historia	0867-6402
AK01341764	Sic itur ad astra : fiatal történészek folyóirata	0238-4779
AK01342336	Journal of language, literature and culture	2051-2856
AK01342631	Hamburger Jahrbuch für Wirtschafts- und Gesellschaftspolitik	0340-7233
AK01342631	Hamburger Jahrbuch für Wirtschafts- und Gesellschaftspolitik	0072-9566
AK01342635	Historische Anthropologie : Kultur, Gesellschaft, Alltag	0942-8704
AK01342733	Soziale Welt : SozW ; Zeitschrift für sozialwissenschaftliche Forschung und Praxis	0038-6073
AK01342739	[Zeitschrift für Pädagogik / Beiheft] Zeitschrift für Pädagogik	0514-2717
AK01342849	Berichte und Mitteilungen	0025-6102
AK01342849	Berichte und Mitteilungen	0341-7778
AK01342851	Feier der 100. Geburtstage von Albert Einstein, Otto Hahn, Lise Meitner, Max von Laue : [Festschrift]	0341-7778
AK01342894	Annales : histoire, sciences sociales	0003-441X
AK01342894	Annales : histoire, sciences sociales	0395-2649
AK01342900	Futurum : Zeitschrift für Zukunftsforschung	0016-3341
AK01342939	Informationen für den Geschichts- und Gemeinschaftskundelehrer : Nachrichten aus den Landesverbänden Baden-Württemberg, Berlin, Brandenburg, Mecklenburg-Vorpommern, Niedersachsen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thüringen	0930-7672
AK01343149	Fʺovárosi Képtár katalógusai	1416-4922
AK01343564	SportZeiten : Sport in Geschichte, Kultur und Gesellschaft	1617-7606
AK01343964	TransÜD : Arbeiten zur Theorie und Praxis des Übersetzens und Dolmetschens	1438-2636
AK01344529	Großwardeiner Beiträge zur Germanistik : Schriftenreihe des Lehrstuhls für Germanistische Sprach- und Literaturwissenschaft der Christlichen Universität Partium	2194-6620
AK01344536	Schriftenreihe des Lehrstuhls für Germanistische Sprach- und Literaturwissenschaft der Christlichen Universität Partium, Großwardein	2069-010X
AK01344536	Schriftenreihe des Lehrstuhls für Germanistische Sprach- und Literaturwissenschaft der Christlichen Universität Partium, Großwardein	2065-5789
AK01344678	Reclam XL : Text und Kontext	2627-9991
AK01345310	[Veröffentlichungen der Historischen Kommission für Pommern / 5] Veröffentlichungen der Historischen Kommission für Pommern	0440-9582
AK01345337	Il Santo : rivista francescana di storia dottrina arte	0391-7819
AK01345338	Edition Angewandte : Buchreihe der Universität für Angewandte Kunst Wien	1866-248X
AK01345682	Fantastic : science fiction & fantasy stories	0014-7508
AK01345682	Fantastic : science fiction & fantasy stories	0425-7006
AK01345693	Fortune	0015-8259
AK01345693	Fortune	0738-5587
AK01347049	International yearbook for hermeneutics : IYH	2196-534X
AK01347292	Polnische Studien zur Germanistik, Kulturwissenschaft und Linguistik	2193-4142
AK01347618	DAM : poetry international documents ; international review of poetry ; an initiative of the poets and organizers of Poetry International Rotterdam, the annual festival of the Rotterdam Arts Council	0167-5745
AK01347635	Psychologische Rundschau : offizielles Organ der Deutschen Gesellschaft für Psychologie (DGPs) ; zugleich Informationsorgan des Berufsverbandes Deutscher Psychologinnen und Psychologen (BDP)	0033-3042
AK01348294	Klassische Texte des romanischen Mittelalters : in zweisprachigen Ausgaben	0453-9834
AK01349577	El Croquis : publicacion de arquitectura, construccion y diseño	0212-5683
AK01349577	El Croquis : publicacion de arquitectura, construccion y diseño	0212-5633
AK01349605	LaborBefund : Literatur aus der Wirklichkeit ; Berlin, Hamburg, Köln	2196-3355
AK01350421	[Bonner Jahrbücher des Rheinischen Landesmuseums in Bonn und des Rheinischen Amtes für Bodendenkmalpflege im Landschaftsverband Rheinland und des Vereins von Altertumsfreunden im Rheinlande / Beihefte] Bonner Jahrbücher des Rheinischen Landesmuseums in Bonn und des Rheinischen Amtes für Bodendenkmalpflege im Landschaftsverband Rheinland und des Vereins von Altertumsfreunden im Rheinlande	0067-4893
AK01350445	Zeitschrift für interkulturelle Germanistik : ZiG	1869-3660
AK01350481	Kriegsbücherei der deutschen Jugend	2366-1690
AK01350880	Zeitschrift für Genozidforschung : Strukturen, Folgen, Gegenwart kollektiver Gewalt ; Zeitschrift des Instituts für Diaspora- und Genozidforschung an der Ruhr-Universität Bochum	1438-8332
AK01351445	Revue d'histoire de la Shoah : le monde juif ; la revue du Centre de Documentation Juive Contemporaine	1281-1505
AK01351451	Schriften und Zeugnisse zur Buchgeschichte	0942-4709
AK01351516	Bulletin für Faschismus- und Weltkriegsforschung : wissenschaftliche Halbjahresschrift	1434-5781
AK01351529	Dachauer Hefte : Studien und Dokumente zur Geschichte der nationalsozialistischen Konzentrationslager	0257-9472
AK01351642	Literatur - Wissen - Poetik	2191-6993
AK01352012	Stimme & Weg : Arbeit für den Frieden ; Berichte und Mitteilungen des Volksbundes Deutsche Kriegsgräberfürsorge	0934-1382
AK01352012	Stimme & Weg : Arbeit für den Frieden ; Berichte und Mitteilungen des Volksbundes Deutsche Kriegsgräberfürsorge	0944-2766
AK01352315	[Poland / [Englisch-deutsche Ausgabe]] Poland : illustrated magazine	0032-244x
AK01352621	Lautschrift : angewandte Literatur	1866-248X
AK01352752	The Frank Green lecture series	0965-5913
AK01352846	Veröffentlichungen des Landesarchivs Schleswig-Holstein	1864-9912
AK01353430	Geschichte der Pharmazie : Zeitschrift d. Deutschen Gesellschaft für Geschichte der Pharmazie e.V.	0939-334X
AK01353430	Geschichte der Pharmazie : Zeitschrift d. Deutschen Gesellschaft für Geschichte der Pharmazie e.V.	0341-0099
AK01353430	Geschichte der Pharmazie : Zeitschrift d. Deutschen Gesellschaft für Geschichte der Pharmazie e.V.	0044-5509
AK01354145	[Instituttet for Sammenlignende Kulturforskning / B] Instituttet for Sammenlignende Kulturforskning	0332-6217
AK01354150	Representations	0734-6018
AK01354744	Daidalos : Architektur, Kunst, Kultur	0721-4235
AK01355292	Orbis litterarum : international review of literary studies	1600-0730
AK01355298	German life and letters	1468-0483
AK01355300	Journal of English and Germanic philology : JEGP	1945-662X
AK01355301	The modern language review : MLR	2222-4319
AK01355565	Kultur & Philosophie : Beiträge, Analysen, Kommentare	2190-3344
AK01355633	Indes : Zeitschrift für Politik und Gesellschaft	2191-995X
AK01356079	Scottish studies international : publications of the Scottish Studies Centre of the Johannes Gutenberg Universität Mainz in Germersheim	1430-9572
AK01356539	Hellenogermanica : griechische germanistische Hochschulstudien	2195-2132
AK01356683	Continents philosophiques	1962-1108
AK01356694	[Novoe literaturnoe obozrenie / Naučnoe priloženie] Novoe literaturnoe obozrenie	0869-6365
AK01356979	Das Magazin	0938-4081
AK01357215	Monumente : Magazin für Denkmalkultur in Deutschland	0941-7125
AK01357234	Schriftenreihe des Deutschen Nationalkomitees für Denkmalschutz	0723-5747
